canonical_sku,warehouse,channel_map,qty_end,channel_sales_qty,channel_sales_rev_rub,class,name,do_not_auto_accept,so_t
T-2871A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, белая, из хлопка, с коротким рукавом и декором ""Бант""",YES,N
T-2872,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, черная с принтом ""хаотичные Y"", из шелка",YES,N
T-2873,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные с принтом ""хаотичные Y"", из шелка",YES,N
T-2873C,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, бежевые с принтом ""голубые капли"", из шелка",YES,N
T-2910,Склад ИМ,IM,0.0,1.0,66675.0,WH_CH_SALES_NO_STOCK,"Блуза-топ женский, розовый, из шелка, с декором ""сетка с камнями""",YES,N
T-2928,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, бежевая с принтом ""голубые капли"", из шелка, с камнями по планке",YES,N
T-2933,Склад оптовых продаж,B2B,0.0,2.0,127826.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из шелка, с бантом и апликацией ""Цветок""",YES,N
T-2936,Склад ИМ,IM,0.0,1.0,242640.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из шелк бархата, приталенного силуэта",YES,N
T-2936,Склад оптовых продаж,B2B,0.0,2.0,211420.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из шелк бархата, приталенного силуэта",YES,N
T-2937,Склад ИМ,IM,0.0,1.0,107730.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из шелк бархата",YES,N
T-2937,Склад оптовых продаж,B2B,0.0,2.0,93914.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из шелк бархата",YES,N
T-2938,Склад оптовых продаж,B2B,0.0,2.0,110434.0,WH_CH_SALES_NO_STOCK,"Блуза женская, белая, с вышивкой гладью ""Цветы""",YES,N
T-2939,Склад оптовых продаж,B2B,0.0,4.0,198262.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная, из шелка, макси, с бантом",YES,N
T-2940,Склад оптовых продаж,B2B,0.0,3.0,339129.0,WH_CH_SALES_NO_STOCK,"Жакет женский,черный, из шелка, с вышивкой ""Ласточки"", с поясом",YES,N
T-2941,Склад оптовых продаж,B2B,0.0,3.0,156522.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из шелкового бархата, с белым кантом",YES,N
T-2944,Склад оптовых продаж,B2B,0.0,3.0,317130.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из стрейч бархата, с вышивками ""Птица"" и белыми манжетам",YES,N
T-2945,Склад оптовых продаж,B2B,0.0,2.0,281740.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из дабл крепа, с вышивкой ""Птица""",YES,N
T-2947,Склад оптовых продаж,B2B,0.0,5.0,367827.0,WH_CH_SALES_NO_STOCK,"Жакет женский, черный, из хлопкового бархата, приталенного силуэта",YES,N
T-2948,Склад оптовых продаж,B2B,0.0,4.0,264348.0,WH_CH_SALES_NO_STOCK,"Юбка женская, бежевая, миди с апликацией ""Цветок""",YES,N
T-2949,Склад ИМ,IM,0.0,2.0,680400.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из хлопкового бархата, с вышивками ""Птица""",YES,N
T-2949,Склад оптовых продаж,B2B,0.0,1.0,140870.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из хлопкового бархата, с вышивками ""Птица""",YES,N
T-2956,Склад оптовых продаж,B2B,0.0,2.0,172174.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из стрейч бархата с апликацией ""Цветы""",YES,N
T-2960,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, черная  из стрейч-бархата, длина макси",YES,N
T-2960,Склад оптовых продаж,B2B,0.0,2.0,104348.0,WH_CH_SALES_NO_STOCK,"Юбка женская, черная  из стрейч-бархата, длина макси",YES,N
T-2964,Склад оптовых продаж,B2B,0.0,3.0,156522.0,WH_CH_SALES_NO_STOCK,"Брюки женские, черные, из стрейч-бархата, расклешённые",YES,N
T-2966A,Склад оптовых продаж,B2B,0.0,1.0,121739.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из стрейч-бархата, на одно плечо, с вышивкой ""Ласточка""",YES,N
T-2967,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из стрейч бархата, с объемными рукавами",YES,N
T-2973,Склад ИМ,IM,1.0,1.0,35000.0,WH_STOCK_AND_CH_SALES,"Блуза женская, белая, из хлопка, с вышивкой ""YC"" на кармане",YES,N
T-2973A,Склад ИМ,IM,3.0,3.0,170100.0,WH_STOCK_AND_CH_SALES,"Блуза женская, розовая, из хлопка, с вышивкой ""YC"" на кармане",YES,N
T-2973B,Склад ИМ,IM,0.0,1.0,64260.0,WH_CH_SALES_NO_STOCK,"Блуза женская, голубая, из хлопка, с вышивкой ""YC"" на кармане",YES,N
T-2973C,Склад ИМ,IM,0.0,2.0,60600.0,WH_CH_SALES_NO_STOCK,"Блуза женская, черная, из хлопка, с вышивкой ""YC"" на кармане",YES,N
T-2984,Склад оптовых продаж,B2B,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Дубленка женская, черная, из овчины, с аппликацией ""Y"" на рукаве",YES,N
T-2985,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, черная, из натурального шелка, с аппликацией ""Листья""",YES,N
T-2988,Склад ИМ,IM,2.0,2.0,194085.0,WH_STOCK_AND_CH_SALES,"Брюки-палаццо женские, черные, из шерсти",YES,N
T-2988A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки-палаццо женские, серые в полоску, из шерсти",YES,N
T-3001,Склад ИМ,IM,1.0,2.0,746065.0,WH_STOCK_AND_CH_SALES,"Куртка женская, черная, из шелкового бархата, с вышитым декором ""Цветы""",YES,N
T-3023,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из шелкового бархата, с кружевом и аппликацией ""Цветы""",YES,N
T-3062,Склад ИМ,IM,0.0,1.0,45747.0,WH_CH_SALES_NO_STOCK,"Блуза-топ женская, черная, из шелка, без рукавов",YES,N
T-3069A,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза-топ женская, белая, из шелка, на тонких бретелях c вытачками",YES,N
T-3069B,Склад ИМ,IM,2.0,1.0,39984.0,WH_STOCK_AND_CH_SALES,"Блуза-топ женская, голубая, из шелка, на тонких бретелях с вытачками",YES,N
T-3069C,Склад ИМ,IM,9.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза-топ женская, светло-голубая, из шелка, на тонких бретелях с вытачками",YES,N
T-3079,Склад ИМ,IM,0.0,1.0,260020.0,WH_CH_SALES_NO_STOCK,"Платье женское, черное, из стрейч бархата, длинное",YES,N
T-3091D,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза-топ женская, черная, из бисерной ткани",YES,N
T-3092A,Склад ИМ,IM,0.0,1.0,221017.0,WH_CH_SALES_NO_STOCK,"Кейп-накидка женская, черная, из х/б бархата, с вышивкой ""Цветы"" и бахромой",YES,N
T-3092C,Склад ИМ,IM,1.0,3.0,611018.0,WH_STOCK_AND_CH_SALES,"Кейп-накидка женская, черная, из стрейч бархата, с вышивкой ""Цветы"" и бахромой",YES,N
T-3102,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто женское, темно-синее, из шелкового бархата, с декором ""Перья"" на рукавах",YES,N
T-3108,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, белые, из хлопка, прямого кроя",YES,N
T-3109,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Жилет женский, голубой с принтом ""крупный микс"", из шифона",YES,N
T-3109B,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Жилет женский, белый с принтом ""крупный микс"", из шифона",YES,N
T-3110,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, голубые с принтом ""крупный микс"", из шелка",YES,N
T-3110B,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, белые с принтом ""крупный микс"", из шелка",YES,N
T-3120A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, синее с принтом "" маленькие девочки"", из шелка, длина миди",YES,N
T-3120A,Склад оптовых продаж,B2B,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, синее с принтом "" маленькие девочки"", из шелка, длина миди",YES,N
T-3122,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Блуза женская, синяя с принтом ""маленькие девочки"", из шелка, с декором ""Попугай",YES,N
T-3133A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное с принтом ""зеленый горох"", из батиста, длина мини",YES,N
T-3136A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки женские, черные с принтом ""белые ласточки"", из шелка, с отделкой ""лампас",YES,N
T-3137A,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Пальто-халат женское, черное с принтом ""белые ласточки"", из шелка, с рукавами ""к",YES,N
T-3140,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное с принтом ""белые листья"" из шифона, декорировано объемной",YES,N
T-3140A,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, белое с принтом ""черные листья"", из шифона, декорировано объемно",YES,N
T-3152,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье-кафтан женское, розовое с принтом ""зеленый горох"", из батиста, с вышивкой",YES,N
T-3152A,Склад ИМ,IM,4.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье-кафтан, женское, черное с принтом ""перцы"", из батиста, с вышивкой",YES,N
T-3152B,Склад ИМ,IM,5.0,1.0,101600.0,WH_STOCK_AND_CH_SALES,"Платье-кафтан женское, черное с принтом ""папайя"", из батиста, с вышивкой",YES,N
T-3152B,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье-кафтан женское, черное с принтом ""папайя"", из батиста, с вышивкой",YES,N
T-3156,Склад ИМ,IM,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки-капри женские, белые с принтом ""зеленый горох"", из батиста, с отделкой бел",YES,N
T-3156,Склад оптовых продаж,B2B,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки-капри женские, белые с принтом ""зеленый горох"", из батиста, с отделкой бел",YES,N
T-3156D,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки-капри женские, черные с принтом ""зеленый горох"", из батиста, с отделкой че",YES,N
T-3168,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, белая с принтом ""перец"", из батиста, удлиненная",YES,N
T-3168A,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, белая с принтом ""зеленый горох"", из батиста, удлиненная",YES,N
T-3168B,Склад ИМ,IM,3.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Рубашка женская, розовая с принтом ""зеленый горох"", из батиста, удлиненная",YES,N
T-3178,Склад ИМ,IM,4.0,1.0,13563.0,WH_STOCK_AND_CH_SALES,"Майка женская, белая, из трикотажа, с вышивкой ""Перец""",YES,N
T-3179,Склад ИМ,IM,6.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Футболка женская, черная, из трикотажа, декорирована вышивкой ""Папайя""",YES,N
T-3179A,Склад ИМ,IM,5.0,1.0,31476.0,WH_STOCK_AND_CH_SALES,"Футболка женская, белая, из трикотажа, декорирована вышивкой ""Горох",YES,N
T-3187,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, голубое, из стрейч бархата, длина миди",YES,N
T-3196,Склад оптовых продаж,B2B,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Куртка-бомбер женская, серая, из шерсти, с вышивкой-аппликацией ""Роза""",YES,N
T-3197,Склад оптовых продаж,B2B,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Юбка женская, серая, из шерсти, с вышивкой-аппликация ""Роза""",YES,N
T-3275,Склад оптовых продаж,B2B,2.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Брюки-палаццо женские, черные, из шерсти, широкие с манжетами",YES,N
ДK-19,Склад ИМ,IM,1.0,0.0,0.0,WH_STOCK_NO_CH_SALES,"Платье женское, черное, из сетки, с аппликацией ""Лотос"" и бархатным поясом",YES,N
