article_norm,article_family,person_sources,person_lines_n,person_years,clients_sample,products_sample,cost_rub_sum_indicative,cost_lines_n,hours_sum,in_collection_sales,collection_sale_eur,collection_link_coverage,collection_priority,in_sku_master,in_stock_cost,bridge_value,so_t,do_not_auto_accept
0-3087В,GOODS_STYLE,zhukova,2,2024|2025,,СУМКИ|СУМОЧКИ,3684.0,2,,Y,1020.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2359А,GOODS_STYLE,zhukova,2,2024|2025,,СВИТШОТ,6494.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3087А,GOODS_STYLE,zhukova,2,2024|2025,,КИСЕТ|СУМКИ,6822.0,1,,Y,3240.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3083В,GOODS_STYLE,zhukova,2,2024|2025,,КЕЙП,45697.0,1,,Y,11880.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3082А,GOODS_STYLE,zhukova,2,2024|2025,,КЕЙП,47957.0,2,,Y,4340.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3055,GOODS_STYLE,zhukova,2,2025,,БЛУЗА|РУБАШКА,12974.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3109А,GOODS_STYLE,mokeeva|zhukova,2,2025,Ушакова,ЖИЛЕТ|туника,18529.0,2,,Y,1919.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3110А,GOODS_STYLE,mokeeva|zhukova,2,2025,Ушакова,БРЮКИ|брюки,11498.0,2,,Y,2040.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3122,GOODS_STYLE,zhukova,2,2025,,РУБАШКА,10014.0,2,,Y,1176.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3118,GOODS_STYLE,zhukova,2,2025,,КАФТАН,12690.0,2,,Y,1336.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3119,GOODS_STYLE,zhukova,2,2025,,КАФТАН,8624.0,2,,Y,1029.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3161,GOODS_STYLE,mokeeva|zhukova,2,2025,Фомина,БРОШЬ|пальто-халат,13290.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3136,GOODS_STYLE,zhukova,2,2025,,БРЮКИ,7918.0,2,,Y,960.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3135,GOODS_STYLE,zhukova,2,2025,,БЛУЗА,11209.0,2,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3122А,GOODS_STYLE,mokeeva|zhukova,2,2025,Чилингарова,РУБАШКА|рубашка,24380.0,2,,Y,2352.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3151,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,13044.0,2,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3109В,GOODS_STYLE,mokeeva|zhukova,2,2025,Кулишова М,ЖИЛЕТ|туника,20742.0,2,,Y,2424.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3163,GOODS_STYLE,zhukova,2,2025,,БРЮКИ,7686.0,2,,Y,960.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3109,GOODS_STYLE,mokeeva|zhukova,2,2025,Луковникова,ЖИЛЕТ|туника,14750.0,2,,Y,679.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3110,GOODS_STYLE,mokeeva|zhukova,2,2025,Луковникова,БРЮКИ|брюки,14750.0,2,,Y,840.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-3144А,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,6900.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3044А,GOODS_STYLE,zhukova,2,2025,,ШОРТЫ,1362.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3115,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,5846.0,2,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3157С,GOODS_STYLE,embroidery|zhukova,2,2024-2026|2025,Жукова,КЕЙП|кейп,12427.0,1,1.5,N,,,,N,N,ORPHAN_COST,N,YES
0-3125,GOODS_STYLE,zhukova,2,2025,,БЛУЗА|ПЛАТЬЕ,8500.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3158,GOODS_STYLE,zhukova,2,2025,,ЖИЛЕТ,7141.0,2,,Y,1680.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3117,GOODS_STYLE,zhukova,2,2025,,ШОРТЫ,1576.0,2,,Y,376.0,SKU_ONLY,LOW,Y,N,SUPPORTS_COLLECTION,N,YES
0-2600А,GOODS_STYLE,merkushina|zhukova,2,2025|ИМ,,БРЮКИ|Брюки,2652.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3168А,GOODS_STYLE,zhukova,2,2025,,РУБАШКА,6888.0,2,,Y,4350.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3061,GOODS_STYLE,merkushina|zhukova,2,2025|ИМ,,ПАЛЬТО|ХалатЧерныйСтрейч-Бархат + пайетки,6564.14,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3062,GOODS_STYLE,zhukova,2,2025,,МАЙКА|ПЛАТЬЕ-ТОП,3927.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3091А,GOODS_STYLE,mokeeva|zhukova,2,2025,Луковникова,БОДИ|боди,17190.0,2,,Y,2210.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3171,GOODS_STYLE,mokeeva|zhukova,2,2025,Ершова,ДЖИНСЫ|брюки,13000.0,2,,Y,776.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2455А,GOODS_STYLE,merkushina|zhukova,2,2025|ИМ,,ЮБКА|Юбка сетка с принтом,9676.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3055В,GOODS_STYLE,zhukova,2,2025,,БЛУЗА,12974.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3160А,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,4754.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3137А,GOODS_STYLE,zhukova,2,2025,,КИМОНО,24882.0,2,,Y,3245.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3133А,GOODS_STYLE,zhukova,2,2025,,ЖИЛЕТ,5714.0,2,,Y,1348.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3156Д,GOODS_STYLE,zhukova,2,2025,,БРЮКИ,5870.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3210,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,7731.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2854,GOODS_STYLE,zhukova,2,2025,,КАФТАН|КЕЙП,14475.0,2,,Y,4732.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2873,GOODS_STYLE,mokeeva|zhukova,2,2025,Маганова,БРЮКИ|брюки,11498.0,2,,Y,6800.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3193,GOODS_STYLE,mokeeva|zhukova,2,2025|2026,Владимирова,КУРТКА|куртка,87681.0,2,,Y,3170.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
Т-2234А,GOODS_STYLE,merkushina|zhukova,2,2025|ИМ,,ПЛАТЬЕ|Платье - балон,18127.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3195,GOODS_STYLE,mokeeva|zhukova,2,2025,Вита,КУРТКА|рубашка с пояс/карман,27220.0,2,,Y,1100.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3222Д,GOODS_STYLE,zhukova,2,2025,,СВИТЕР,11000.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2781,GOODS_STYLE,mokeeva|zhukova,2,2025,Филимонова,ЮБКА|юбка,11862.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3257,GOODS_STYLE,zhukova,2,2025,,ЮБКА,7508.0,2,,Y,1440.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3226,GOODS_STYLE,mokeeva|zhukova,2,2025,Якунина,ЮБКА|юбка,22323.0,2,,Y,960.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3203,GOODS_STYLE,mokeeva|zhukova,2,2025,осен.капсула 25,КУРТКА|куртка кожа,54118.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3224,GOODS_STYLE,mokeeva|zhukova,2,2025,осен.капсула 25,ЖАКЕТ|жакет,8563.0,2,,Y,2880.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3267В,GOODS_STYLE,mokeeva|zhukova,2,2025,Маганова/ повтор,ПАЛАНТИН|палантин,12987.0,2,,Y,3570.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3279,GOODS_STYLE,mokeeva|zhukova,2,2025,Ефремова,МАНЖЕТЫ|манжеты,3850.0,2,,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3211,GOODS_STYLE,mokeeva|zhukova,2,2025,осен.капсула 25,ПАЛЬТО|пальто,22000.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2885,GOODS_STYLE,mokeeva|zhukova,2,2025|2026,Владимирова,КИМОНО|кимоно,32910.6,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2779А,GOODS_STYLE,zhukova,2,2025,,КЕЙП,35714.0,2,,Y,9100.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3293А,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,7391.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3284,GOODS_STYLE,zhukova,2,2025,,КОРСЕТ,4658.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3241,GOODS_STYLE,zhukova,2,2025,,БАЛЕРО|ФИГАРО,22777.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3305,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,6157.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3245,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,5890.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3283,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,44240.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3307,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,5575.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3252,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,12627.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3280,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,16627.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2027F,GOODS_STYLE,zhukova,2,2025,,КАФТАН|Н/ПЛАТЬЕ,6460.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3242,GOODS_STYLE,zhukova,2,2025,,КЕЙП,46963.0,2,,Y,12240.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3282,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,15083.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3301,GOODS_STYLE,zhukova,2,2025,,ЮБКА,5468.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3303,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,18960.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3249,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,5568.0,2,,Y,5740.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3285,GOODS_STYLE,zhukova,2,2025,,ПЛАТЬЕ,4913.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3087,GOODS_STYLE,zhukova,2,2024,,СУМКА|СУМКИ,1682.0,1,,Y,1980.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3086,GOODS_STYLE,zhukova,2,2024,,КЕЙП,4942.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3100,GOODS_STYLE,zhukova,2,2024,,ПАЛЬТО,46181.0,1,,Y,11000.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3092А,GOODS_STYLE,zhukova,2,2024,,ПАЛАНТИН,11334.0,2,,Y,10810.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3083А,GOODS_STYLE,zhukova,2,2024,,КЕЙП,,0,,N,,,,N,N,ORPHAN_COST,N,YES
0-3044,GOODS_STYLE,zhukova,2,2024,,ШОРТЫ,1362.0,2,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
Т-1416,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Брюки джогеры,27089.83,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2792,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Платье из шифона,118225.78,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2862,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Рубашка дерево,30715.77,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2871А,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Блузка с завязками,11755.77,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2873,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Брюки с лампасом Y хаотичный,69966.35,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2805,GOODS_STYLE,merkushina|mokeeva,2,2026|Площадки,ИМ Черник,Туника шифон принт ГОРОХ|туника,44796.72,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2910,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Топ-майка сетка со стразами,15735.77,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3108,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Брюки сигаретки хб,15109.77,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2861,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Футболка принт La vie in Yanina,5755.77,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2861A,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Футболка принт ДЕРЕВО,5755.77,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3014В,GOODS_STYLE,merkushina,2,Площадки,,Свитер кашемировый черный с расшитыми ру|Свитер черный КАМНИ,99900.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2604,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Юбка черный стрейч бархат|Юбка черный стрейч-бархат,9071.63,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3023,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Платье черное мини из шелкового бархата ,23812.13,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2381,GOODS_STYLE,merkushina|mokeeva,2,2025|Площадки,Резеда,Блуза-топ черный из шелка на бретельках|топ,21042.21,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3062,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Блуза-топ черный из шелка без рукавов,22982.98,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3079,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Платье длинное из черного стрейч бархата,42700.01,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3092А,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"Накидка с прорезями для рук, из черного ",47788.45,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3091D,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"Топ без рукавов, кокетка- черная сетка, ",14846.93,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3187,GOODS_STYLE,merkushina,2,ИМ|Площадки,,Платье миди из голубого стрейч бархата 6,53220.39,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2985,GOODS_STYLE,merkushina,2,Площадки,,Юбка из шифона на шелковом подкладе. Выш,25260.74,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3168A,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"рубашка, батист с авторским принтом ""гор",40321.04,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3168B,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"рубашка длинная, батист с авторским прин",30037.02,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3168,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"рубашка, батист с авторским принтом ""пер",41627.65,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3133А,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"платье мини, без рукавов, батист с автор",17162.79,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3156D,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"брюки укороченные, батист с авторским пр",13190.55,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3156,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"брюки укороченные, батист с авторским пр",20973.76,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3109B,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"туника на пугвицах, без рукавов, белый ш",42788.63,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3110B,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"брюки широкие, белый шелк с авторским пр",59166.98,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3109,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"туника на пугвицах, без рукавов, голубой",45693.48,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3110,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"брюки широкие, голубой шелк с авторским ",28791.04,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3137A,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"пальто-кимоно, черный шелк с авторским п",115869.47,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3136A,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"брюки широкие, с лампасами, черный шелк ",111274.44,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3140A,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"платье длинное, свободного кроя, с рукав",180431.85,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3179,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"футболка с вышивкой ""папайя"", черных хло",22548.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3122,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"блузон длинный, с рукавами, синий шелк с",34232.95,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3069В,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"топ на тонких бретельках, шелк",22500.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3120А,GOODS_STYLE,merkushina,2,ИМ|Площадки,,"Платье
синий шелк принт мелкие девочким|Платье с принтом девочки",67790.11,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3209С,GOODS_STYLE,merkushina,2,ИМ,,"Брюки  Черный
Стрейч бархат|Брюки из бархата",3379.32,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3240,GOODS_STYLE,merkushina,2,ИМ,,Юбка А-силуэт из сетки|Юбка лагатола сетка,11708.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3338,GOODS_STYLE,merkushina,2,ИМ,,Блуза из кружева без карманов,21554.52,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3358,GOODS_STYLE,merkushina,2,ИМ,,Блуза из искусственной органзы с вышитым|Блузка из шифона с отрезной кокеткой из ,11171.6,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3356,GOODS_STYLE,merkushina|mokeeva,2,2026|ИМ,ИМ,Платье из натурального шелка без подклад|платье,50380.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3346,GOODS_STYLE,merkushina,2,ИМ,,Платье из Стрейч-бархата двубортное на п|Платье из стрейч-бархата с поясом с кист,18105.35,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3421,GOODS_STYLE,merkushina,2,ИМ,,Пояс бархат с кисточками|Пояс бархатный с кисточками,1474.25,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3422,GOODS_STYLE,merkushina,2,ИМ,,Пояс бархат с Бахромой|Пояс бархатный с бахромой,1786.0,2,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2991,GOODS_STYLE,mokeeva,2,2025,Зарина,водолазка,12200.0,2,,Y,857.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
44-01,COLLECTION_STYLE,mokeeva,2,2025|2026,Кислова|Романова,корсет|платье,13525.0,2,,Y,7160.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
31-05,COLLECTION_STYLE,mokeeva,2,2025,Романова,блуза|юбка,30645.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2027,GOODS_STYLE,embroidery|mokeeva,2,2024-2026|2025,Финк,кафтан,9805.0,1,21.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3132А,GOODS_STYLE,mokeeva,2,2025,Якунина|круиз 25,Платье|платье,30385.0,2,,Y,1760.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
43-23,COLLECTION_STYLE,mokeeva,2,2025,Кузьмич Т|Морозова,юбка,22190.0,2,,Y,8730.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2117,GOODS_STYLE,mokeeva,2,2025,Михасенко|Ушакова,платье,40720.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2754А,GOODS_STYLE,mokeeva,2,2025,Ушакова|повтор,платье комбин|платье комбинация,30559.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2754,GOODS_STYLE,mokeeva,2,2025,Кузнецова|Кузнецова О,платье|платье сорочка,23599.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-2750А,GOODS_STYLE,mokeeva,2,2025,Кузнецова,топ,8000.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-0118М,GOODS_STYLE,mokeeva,2,2025,Медведева|повтор МД,рукава,3000.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3308,GOODS_STYLE,mokeeva,2,2025,НГ капсула,платье L|платье S,41410.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3295A,GOODS_STYLE,mokeeva,2,2025,НГ капсула,платье с драпиров L|платье с драпиров S,24000.0,2,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3295В,GOODS_STYLE,mokeeva,2,2025,НГ капсула,платье с драпиров L|платье с драпиров S,24000.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-0118,GOODS_STYLE,mokeeva,2,2025,МД|Медведева,рукава,3000.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3311,GOODS_STYLE,mokeeva,2,2025,Казьмина А,ПЕРЕДЕЛКА брюк|брюки,22121.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3328,GOODS_STYLE,mokeeva,2,2026,МД пижамы,брюки,60870.4,2,,N,,,,N,N,ORPHAN_COST,N,YES
0-3380А,GOODS_STYLE,mokeeva,2,2026,Круиз 26|МД повтор,платье,54697.0,2,,Y,6574.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3372С,GOODS_STYLE,mokeeva,2,2026,Влада|Гонтова,брюки,5620.0,1,,Y,1641.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3368В,GOODS_STYLE,mokeeva,2,2026,Влада|Дашкова Е,рубашка,31179.6,2,,Y,1503.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3369В,GOODS_STYLE,mokeeva,2,2026,Влада|Дашкова Е,брюки,25877.5,2,,Y,1080.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3427,GOODS_STYLE,mokeeva,2,2026,МД,блуза перья|блуза перья L,226368.0,2,,N,,,,N,N,ORPHAN_COST,N,YES
48-07,COLLECTION_STYLE,mokeeva,2,2026,Коллекция 48,комбинезон|турнюр,,0,,N,,,,N,N,ORPHAN_COST,N,YES
48-14,COLLECTION_STYLE,embroidery|mokeeva,2,2024-2026|2026,Коллекция|Коллекция 48,платье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
48-16,COLLECTION_STYLE,mokeeva,2,2026,Коллекция 48,брюки|жакет,,0,,N,,,,N,N,ORPHAN_COST,N,YES
26-27,COLLECTION_STYLE,embroidery,2,2024-2026,Харитонова,платье,,0,4.0,N,,,,N,N,ORPHAN_COST,N,YES
44-29,COLLECTION_STYLE,embroidery,2,2024-2026,Кулишова|Юля,блузон|блузон(кожа),,0,44.0,N,,,,N,N,ORPHAN_COST,N,YES
0-2865А,GOODS_STYLE,embroidery,2,2024-2026,Жукова,платье,,0,60.0,Y,15419.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
31-45,COLLECTION_STYLE,embroidery,2,2024-2026,Жукова,платье,,0,6.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3298А,GOODS_STYLE,embroidery,2,2024-2026,Капсула,пальто(розовое),,0,3.5,N,,,,N,N,ORPHAN_COST,N,YES
0-2985А,GOODS_STYLE,embroidery,2,2024-2026,ЦУМ,юбка розов,,0,6.5,N,,,,N,N,ORPHAN_COST,N,YES
0-2328Д,GOODS_STYLE,embroidery,2,2024-2026,Жукова А.,"юбка ""хризантемы""",,0,23.5,N,,,,N,N,ORPHAN_COST,N,YES
40-18,COLLECTION_STYLE,embroidery,2,2024-2026,Янукова,платье,,0,17.5,N,,,,N,N,ORPHAN_COST,N,YES
44-10,COLLECTION_STYLE,embroidery,2,2024-2026,МД,платье,,0,3.0,N,,,,N,N,ORPHAN_COST,N,YES
48-06,COLLECTION_STYLE,embroidery,2,2024-2026,Коллекция,жакет,,0,16.5,N,,,,N,N,ORPHAN_COST,N,YES
33-30,COLLECTION_STYLE,embroidery,2,2024-2026,Кулишова|Кулишова Настя,платье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
50-150,COLLECTION_STYLE,embroidery,2,2024-2026,,,,0,2500.0,N,,,,N,N,ORPHAN_COST,N,YES
0-3075В,GOODS_STYLE,zhukova,1,2026,,ФУТБОЛКА,827.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3326,GOODS_STYLE,zhukova,1,2026,,КОМБЕНИЗОН,5190.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3330,GOODS_STYLE,zhukova,1,2026,,ПЛПТЬЕ,7290.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3377,GOODS_STYLE,zhukova,1,2026,,КОЛЬЕ,3965.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3323,GOODS_STYLE,zhukova,1,2026,,ПЛАТЬЕ,8567.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3324,GOODS_STYLE,zhukova,1,2026,,ПЛАТЬЕ,9409.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3335,GOODS_STYLE,zhukova,1,2026,,ПЛАТЬЕ,4021.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
