sku_row_id,name,article,article_norm,code_1c,unit,composition,source_file,source_file_id,so_t
SKU-153,"Брошь из пайеток с добавлением бусин и страз, цвет белая слюда Basic",0-1496,0-1496,00-00000086,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-154,"Брошь из пайеток с добавлением бусин и страз, цвет ""лосось"" Basic",0-1497,0-1497,00-00000087,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-155,"Свитшот женский, белый, из футера, с черным лого YANINA",0-1498,0-1498,00-00000077,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-156,"Свитшот женский, черный, из футера, с черным лого YANINA",0-1499,0-1499,00-00000078,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-157,"Бейсболка женская, черная, из хлопка, декорированная вуалеткой с аппликацией Girls",0-1500,0-1500,00-00000075,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-158,"Брюки женские, зеленые, из футера, с поясом ""рибана""",0-1501,0-1501,00-00000051,шт,"97% хлопок, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-159,"Юбка-баска женская, черная, из фатина, с мягкими складками",0-1502,0-1502,00-00000082,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-160,"Свитер женский, розовый, из хлопковой пряжи, с провязкой ""Whatsapp only""",0-1503,0-1503,00-00000065,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-161,"Свитшот женский, черный, из бархата, с белым лампасом по рукаву",0-1504,0-1504,00-00000064,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-162,"Свитшот женский, розовый, из футера, с вышитым лого ""YANINA""",0-1505,0-1505,00-00000069,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-163,"Свитшот женский, белый, из футера, с вышитым лого ""YANINA""",0-1506,0-1506,00-00000070,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-164,"Свитшот женский, черный, из футера, с вышитым лого YANINA",0-1507,0-1507,00-00000016,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-165,"Футболка женская,черная, из трикотажа, с принтом лого YANINA",0-1508,0-1508,00-00000017,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-166,"Футболка женская, розовая, из трикотажа, с принтом лого YANINA",0-1509,0-1509,00-00000018,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-167,"Футболка женская, белая, из трикотажа, с принтом лого YANINA",0-1510,0-1510,00-00000019,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-168,"Юбка женская, белая, из фатина, с вышивкой ""Yanina, love, joy""",0-1511,0-1511,00-00000024,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-169,"Свитер женский, розовый, из хлопковой пряжи, с провязкой MIMOSA O'CLOK",0-1512,0-1512,00-00000076,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-170,"Свитер женский, черный, из хлопковой пряжи, с провязкой ""Whatsapp only""",0-1513,0-1513,00-00000090,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-171,"Блуза женская, серая, из трикотажа, приталенного силуэта с логотипом YANINA",0-1514,0-1514,00-00000091,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-172,"Рубашка женская, синяя, из хлопка, декорирована складками ""плиссе""",0-1515,0-1515,00-00000033,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-173,"Рубашка женская, черная, из хлопка, свободного силуэта",0-1516,0-1516,00-00000046,шт,100% хлопок,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-174,"Комбинезон женский, зеленый, из джерси, с цветной аппликацией",0-1517,0-1517,00-00000045,шт,"97% полиэстер, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-175,"Брюки женские, черные, из футера, с отделкой белым лампасом, с поясом ""рибана""",0-1518,0-1518,00-00000050,шт,"97% хлопок, 3% эластан",Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-176,"Тренчкот женский, бежевый, из плащевой ткани, с контрастной отделкой",0-1519,0-1519,00-00000057,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-177,Мягкая маска из хлопка черного цвета Girls,0-1520,0-1520,00-00000059,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-178,"Свитшот женский, зеленый с черным, из футера, сдекоративным элементом по рукаву",0-1521,0-1521,00-00000036,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-179,"Юбка женская, белая, из фатина, с принтом ""горошек""",0-1522,0-1522,00-00000092,шт,100% полиэстер,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-180,"Платье женское, серое, из ткани клоке, с декором ""Морские звезды""",0-1529,0-1529,00-00000967,шт,100% шелк,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
SKU-181,"Свитер женский, красный, из хлопковой пряжи, с лого Y",0-1531,0-1531,00-00000228,шт,,Справочник номенклатуры товара.xls,SRC-9FC954AF42A9,N
