lineage_id,link_config_id,edge_id,domain,from_file,from_source_file_ids,target_token,from_field_candidates,to_file,to_source_file_ids,to_field_candidates,availability,current_status,current_join,target_join,missing_for_execution,transformation_rule,owner_role,integration_test_id,approval_status
LIN-0062,LCFG-020,TAX-EDGE-020,Налоги/ФОТ,ЗП за апрель 2025.xlsx,FILE-030,employer_id,FLD-0640 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-020,Draft
LIN-0063,LCFG-020,TAX-EDGE-020,Налоги/ФОТ,ЗП за апрель 2025.xlsx,FILE-030,employee_id,FLD-0640 Распределение!О score=70 | FLD-0644 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-020,Draft
LIN-0064,LCFG-020,TAX-EDGE-020,Налоги/ФОТ,ЗП за апрель 2025.xlsx,FILE-030,accrual_period,FLD-0640 Распределение!О score=70 | FLD-0643 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-020,Draft
LIN-0065,LCFG-020,TAX-EDGE-020,Налоги/ФОТ,ЗП за апрель 2025.xlsx,FILE-030,tax_code,,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-020,Draft
LIN-0066,LCFG-021,TAX-EDGE-021,Налоги/ФОТ,ЗП за апрель 2025.xlsx,FILE-030,employer_id,FLD-0640 Распределение!О score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-021,Draft
LIN-0067,LCFG-021,TAX-EDGE-021,Налоги/ФОТ,ЗП за апрель 2025.xlsx,FILE-030,employee_id,FLD-0640 Распределение!О score=70 | FLD-0644 Распределение!С score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-021,Draft
LIN-0068,LCFG-021,TAX-EDGE-021,Налоги/ФОТ,ЗП за апрель 2025.xlsx,FILE-030,accrual_period,FLD-0640 Распределение!О score=70 | FLD-0643 Распределение!П score=70,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-021,Draft
LIN-0069,LCFG-021,TAX-EDGE-021,Налоги/ФОТ,ЗП за апрель 2025.xlsx,FILE-030,tax_code,,Расчет по страховым взносам за 2025 г. (ДЕКОР ООО).pdf,FILE-066,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-021,Draft
LIN-0070,LCFG-022,TAX-EDGE-022,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,payroll_batch_id,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-022,Draft
LIN-0071,LCFG-022,TAX-EDGE-022,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,payment_date,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-022,Draft
LIN-0072,LCFG-022,TAX-EDGE-022,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,employer_id,,ДДС 2026.xlxs.xlsx,FILE-019,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-022,Draft
LIN-0073,LCFG-023,TAX-EDGE-023,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,employee_id,FLD-0761 Распределение!С score=70 | FLD-0778 вышивальщицы!2026-04-01 00:00:00 / ФИО score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-023,Draft
LIN-0074,LCFG-023,TAX-EDGE-023,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,payroll_batch_id,,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,Neither side,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-023,Draft
LIN-0075,LCFG-023,TAX-EDGE-023,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,bank_payment_id,FLD-0756 Распределение!ИТОГО ЗП за апрель score=70 | FLD-0760 Распределение!П score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-023,Draft
LIN-0076,LCFG-024,TAX-EDGE-024,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,employee_id,FLD-0761 Распределение!С score=70 | FLD-0778 вышивальщицы!2026-04-01 00:00:00 / ФИО score=70,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-024,Draft
LIN-0077,LCFG-024,TAX-EDGE-024,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,payroll_batch_id,,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,Neither side,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-024,Draft
LIN-0078,LCFG-024,TAX-EDGE-024,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,bank_payment_id,FLD-0756 Распределение!ИТОГО ЗП за апрель score=70 | FLD-0760 Распределение!П score=70,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-024,Draft
LIN-0079,LCFG-025,TAX-EDGE-025,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,employer_id,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-025,Draft
LIN-0080,LCFG-025,TAX-EDGE-025,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,employee_id,FLD-0761 Распределение!С score=70 | FLD-0778 вышивальщицы!2026-04-01 00:00:00 / ФИО score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-025,Draft
LIN-0081,LCFG-025,TAX-EDGE-025,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,accrual_period,FLD-0760 Распределение!П score=70 | FLD-0761 Распределение!С score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-025,Draft
LIN-0082,LCFG-025,TAX-EDGE-025,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,tax_code,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-025,Draft
LIN-0083,LCFG-026,TAX-EDGE-026,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,employer_id,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-026,Draft
LIN-0084,LCFG-026,TAX-EDGE-026,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,employee_id,FLD-0761 Распределение!С score=70 | FLD-0778 вышивальщицы!2026-04-01 00:00:00 / ФИО score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-026,Draft
LIN-0085,LCFG-026,TAX-EDGE-026,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,accrual_period,FLD-0760 Распределение!П score=70 | FLD-0761 Распределение!С score=70,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,From only,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-026,Draft
LIN-0086,LCFG-026,TAX-EDGE-026,Налоги/ФОТ,ЗП за апрель 2026.xlsx,FILE-031,tax_code,,Расчет по страховым взносам за 1 квартал 2026 г. (Янина Ю. Ф. ИП).pdf,FILE-063,,Neither side,Частично,month/year aggregate,employer_id + employee_id + accrual_period + tax_code,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Бухгалтерия,IT-026,Draft
LIN-0087,LCFG-027,TAX-EDGE-027,Налоги/ФОТ,ЗП за июнь 2025.xlsx,FILE-032,payroll_batch_id,,ДДС 2025.xlsx,FILE-018,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-027,Draft
LIN-0088,LCFG-027,TAX-EDGE-027,Налоги/ФОТ,ЗП за июнь 2025.xlsx,FILE-032,payment_date,,ДДС 2025.xlsx,FILE-018,,Neither side,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-027,Draft
LIN-0089,LCFG-027,TAX-EDGE-027,Налоги/ФОТ,ЗП за июнь 2025.xlsx,FILE-032,employer_id,FLD-0892 Распределение!О score=70,ДДС 2025.xlsx,FILE-018,,From only,Частично,month + displayed control total,payroll_batch_id + payment_date + employer_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-027,Draft
LIN-0090,LCFG-028,TAX-EDGE-028,Налоги/ФОТ,ЗП за июнь 2025.xlsx,FILE-032,employee_id,FLD-0892 Распределение!О score=70 | FLD-0896 Распределение!С score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-028,Draft
LIN-0091,LCFG-028,TAX-EDGE-028,Налоги/ФОТ,ЗП за июнь 2025.xlsx,FILE-032,payroll_batch_id,,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,Neither side,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,source field/key | target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-028,Draft
LIN-0092,LCFG-028,TAX-EDGE-028,Налоги/ФОТ,ЗП за июнь 2025.xlsx,FILE-032,bank_payment_id,FLD-0892 Распределение!О score=70 | FLD-0895 Распределение!П score=70,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,,From only,Частично,date + amount + account,employee_id + payroll_batch_id + bank_payment_id,target field/key,Standardize type/format; use primary ID; no fuzzy join in production,HR/Финансы,IT-028,Draft
