warehouse,name,article_hint,docs_n,docs_in_n,docs_out_n,first_move_date,last_move_date,last_in_date,last_out_date,days_since_last_move,aging_band,last_doc,inv_match,inv_qty,inv_amount_rub,inv_abc_band,inv_as_of,risk_flag,move_end_leaf_ambiguous,as_of_analysis,do_not_auto_accept,so_t
Основной склад,"Вечерняя ткань черная сетка с перьями, расшивкой пайетками 12-087",12-087,4,1,3,2024-10-31,2025-04-23,2024-10-31,2025-04-23,462,365PLUS_STALE,Перемещение запасов 95 от 23.04.2025,NO_INV,0,0,,,CLEARED_OLD,,2026-07-29,YES,N
Основной склад,Вечерняя ткань черная сетка с серым стеклярусом 12-005,12-005,2,1,1,2024-10-31,2026-05-08,2024-10-31,2026-05-08,82,0_90_HOT,Перемещение запасов 192 от 08.05.2026,WH_ART,4.5,9900.0,B,2026-05-31,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,Вечерняя ткань черная сетка со стразами микс 12-086,12-086,3,2,1,2025-08-27,2026-05-21,2026-05-21,2025-08-28,69,0_90_HOT,Перемещение запасов 216 от 21.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,3360.0,2026-07-29,YES,N
Основной склад,Вечерняя ткань черные бусины на черной сетке 12-061,12-061,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,7.0,2800.0,C,2026-05-31,DEAD_STOCK,2800.0,2026-07-29,YES,N
Основной склад,Вечерняя ткань черные пайетки матовые 12-024,12-024,4,2,2,2024-10-31,2025-10-27,2025-10-27,2025-09-01,275,181_365_COOL,Перемещение запасов 363 от 27.10.2025,WH_ART,10.25,184500.0,A,2026-05-31,AGING_WATCH,144900.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань черные пайетки на трикотаже с серебром, мелкие 12-016",12-016,2,1,1,2024-10-31,2025-10-22,2024-10-31,2025-10-22,280,181_365_COOL,Перемещение запасов 356 от 22.10.2025,WH_ART,25.5,21675.0,A,2026-05-31,AGING_WATCH,17425.0,2026-07-29,YES,N
Основной склад,Вечерняя ткань черный коричневый бисер 12-001,12-001,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,1.9,4180.0,C,2026-05-31,DEAD_STOCK,4180.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, глитер на сетке,  зеленый 12-057",12-057,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,23.0,13800.0,B,2026-05-31,DEAD_STOCK,13800.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, глитер на сетке, розовый 12-056",12-056,2,1,1,2024-10-31,2025-12-25,2024-10-31,2025-12-25,216,181_365_COOL,Перемещение запасов 463 от 25.12.2025,WH_ART,35.5,21300.0,A,2026-05-31,AGING_WATCH,19200.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, глитер на сетке, серебро 12-051",12-051,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,9.5,5700.0,C,2026-05-31,DEAD_STOCK,5700.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, глитер на сетке, серебро 12-055",12-055,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,18.7,11220.0,B,2026-05-31,DEAD_STOCK,11220.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, глитер на сетке, черный 12-054",12-054,2,1,1,2024-10-31,2025-12-25,2024-10-31,2025-12-25,216,181_365_COOL,Перемещение запасов 463 от 25.12.2025,WH_ART,33.0,19800.0,A,2026-05-31,AGING_WATCH,16500.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, графитовые пайетки 12-047",12-047,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,4.3,2150.0,C,2026-05-31,DEAD_STOCK,2150.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, мелкие пайетки, серебро  12-017",12-017,2,1,1,2024-10-31,2025-11-18,2024-10-31,2025-11-18,253,181_365_COOL,Перемещение запасов 401 от 18.11.2025,WH_ART,23.3,15145.0,B,2026-05-31,AGING_WATCH,11245.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, на темной сетке серебро 12-052",12-052,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,8.0,4800.0,C,2026-05-31,DEAD_STOCK,4800.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, пайетки крупные, на сетке, розовые 12-042",12-042,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,6.0,3000.0,C,2026-05-31,DEAD_STOCK,3000.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, пайетки крупные, на сетке, синие 12-046",12-046,2,1,1,2024-10-31,2026-05-21,2024-10-31,2026-05-21,69,0_90_HOT,Перемещение запасов 217 от 21.05.2026,WH_ART,11.5,5750.0,C,2026-05-31,OK_ACTIVE,5500.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, пайетки на сетке, черно-серебрянные 12-049",12-049,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,3.2,1600.0,C,2026-05-31,DEAD_STOCK,1600.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, пайетки серебро 12-008",12-008,4,1,3,2024-10-31,2026-03-17,2024-10-31,2026-03-17,134,91_180_WARM,Перемещение запасов 92 от 17.03.2026,WH_ART,52.7,79050.0,A,2026-05-31,OK_ACTIVE,73950.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, сетка белая с серебрянными  стразами 12-081",12-081,4,2,2,2024-10-31,2026-03-05,2025-11-25,2026-03-05,146,91_180_WARM,Перемещение запасов 78 от 05.03.2026,WH_ART,37.5,52500.0,A,2026-05-31,OK_ACTIVE,45150.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, сетка розовая со стразами 12-082",12-082,2,1,1,2024-10-31,2025-03-12,2024-10-31,2025-03-12,504,365PLUS_STALE,Перемещение запасов 37 от 12.03.2025,WH_ART,24.35,34090.0,A,2026-05-31,DEAD_STOCK,34090.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, сетка с крупными стразами 12-084",12-084,1,1,0,2026-05-28,2026-05-28,2026-05-28,,62,0_90_HOT,Оприходование запасов 10 от 28.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,42050.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, сетка с черными стразами 12-079",12-079,7,2,5,2024-10-31,2026-06-11,2025-11-24,2026-06-11,48,0_90_HOT,Перемещение запасов 261 от 11.06.2026,WH_ART,27.9,39060.0,A,2026-05-31,OK_ACTIVE,27020.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, сетка синяя с синими стразами 12-083",12-083,7,3,4,2024-10-31,2026-02-26,2025-12-26,2026-02-26,153,91_180_WARM,Перемещение запасов 63 от 26.02.2026,WH_ART,23.2,32480.0,A,2026-05-31,OK_ACTIVE,22960.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, сетка черная со стразами 12-080",12-080,11,3,8,2024-10-31,2026-02-26,2026-02-04,2026-02-26,153,91_180_WARM,Перемещение запасов 63 от 26.02.2026,WH_ART,27.55,38570.0,A,2026-05-31,OK_ACTIVE,27510.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с квадратиками приклеенные 12-050",12-050,2,1,1,2024-10-31,2025-12-25,2024-10-31,2025-12-25,216,181_365_COOL,Перемещение запасов 463 от 25.12.2025,WH_ART,30.7,27630.0,A,2026-05-31,AGING_WATCH,26730.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом бежевая 12-064",12-064,2,1,1,2024-10-31,2025-10-22,2024-10-31,2025-10-22,280,181_365_COOL,Перемещение запасов 356 от 22.10.2025,WH_ART,15.5,12400.0,B,2026-05-31,AGING_WATCH,8400.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом бежевый 12-072",12-072,2,1,1,2024-10-31,2025-10-22,2024-10-31,2025-10-22,280,181_365_COOL,Перемещение запасов 356 от 22.10.2025,WH_ART,16.0,4800.0,C,2026-05-31,AGING_WATCH,1800.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом бордовый 12-075",12-075,4,2,2,2024-10-31,2025-11-24,2025-11-24,2025-10-28,247,181_365_COOL,Перемещение запасов 406 от 24.11.2025,WH_ART,26.5,7950.0,B,2026-05-31,AGING_WATCH,4140.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом бронзовая 12-063",12-063,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,4.8,3840.0,C,2026-05-31,DEAD_STOCK,3840.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом серебро 12-071",12-071,4,2,2,2024-10-31,2025-11-24,2025-11-24,2025-10-29,247,181_365_COOL,Перемещение запасов 406 от 24.11.2025,WH_ART,17.0,5100.0,C,2026-05-31,AGING_WATCH,1410.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом синий 12-074",12-074,4,2,2,2024-10-31,2025-11-24,2025-11-24,2025-10-28,247,181_365_COOL,Перемещение запасов 406 от 24.11.2025,WH_ART,19.0,5700.0,C,2026-05-31,AGING_WATCH,1395.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом фиолетовая 12-065",12-065,3,2,1,2024-10-31,2025-09-15,2025-09-15,2025-09-08,317,181_365_COOL,Перемещение запасов 289 от 15.09.2025,WH_ART,12.5,10000.0,B,2026-05-31,AGING_WATCH,4680.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом черное серебро 12-077",12-077,3,2,1,2024-10-31,2025-11-24,2025-11-24,2025-10-28,247,181_365_COOL,Перемещение запасов 406 от 24.11.2025,WH_ART,6.0,1800.0,C,2026-05-31,AGING_WATCH,540.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом черный 12-066",12-066,4,2,2,2024-10-31,2026-02-11,2026-02-11,2026-01-13,168,91_180_WARM,Перемещение запасов 40 от 11.02.2026,WH_ART,10.5,8400.0,B,2026-05-31,OK_ACTIVE,1600.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, трикотаж с люрексом черный 12-078",12-078,3,1,2,2024-10-31,2025-10-22,2024-10-31,2025-10-22,280,181_365_COOL,Перемещение запасов 356 от 22.10.2025,WH_ART,15.0,4500.0,C,2026-05-31,AGING_WATCH,,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, черно-фиолетовые пайетки, мелкие 12-048",12-048,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 20 от 31.10.2024,WH_ART,10.5,5250.0,C,2026-05-31,DEAD_STOCK,5250.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, черные пайетки 12-018",12-018,5,1,4,2024-10-31,2025-10-22,2024-10-31,2025-10-22,280,181_365_COOL,Перемещение запасов 356 от 22.10.2025,WH_ART,10.3,8755.0,B,2026-05-31,AGING_WATCH,2465.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, черные пайетки на атласе 12-093",12-093,4,2,2,2024-10-31,2026-05-28,2026-05-28,2026-02-25,62,0_90_HOT,Перемещение запасов 232 от 28.05.2026,WH_ART,31.0,46500.0,A,2026-05-31,OK_ACTIVE,41250.0,2026-07-29,YES,N
Основной склад,"Вечерняя ткань, черные пайетки на сетке 12-021",12-021,12,3,9,2024-10-31,2026-05-27,2026-05-27,2026-04-07,63,0_90_HOT,Перемещение запасов 227 от 27.05.2026,WH_ART,29.55,44325.0,A,2026-05-31,OK_ACTIVE,21150.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, бордовый 11-015",11-015,6,3,3,2024-10-31,2026-02-11,2026-02-11,2026-01-12,168,91_180_WARM,Перемещение запасов 40 от 11.02.2026,WH_ART,12.7,29210.0,A,2026-05-31,OK_ACTIVE,9545.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, васильковый 11-009",11-009,8,3,5,2024-10-31,2025-10-27,2025-10-27,2025-10-10,275,181_365_COOL,Перемещение запасов 363 от 27.10.2025,WH_ART,51.0,117300.0,A,2026-05-31,AGING_WATCH,111665.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, голубой 11-011",11-011,6,3,3,2024-10-31,2025-10-24,2025-09-24,2025-10-24,278,181_365_COOL,Перемещение запасов 359 от 24.10.2025,WH_ART,9.4,21620.0,A,2026-05-31,AGING_WATCH,25300.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, графит 11-002",11-002,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,26.3,60490.0,A,2026-05-31,DEAD_STOCK,60490.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, деним 11-010",11-010,5,3,2,2024-10-31,2026-02-04,2026-02-04,2025-12-15,175,91_180_WARM,Перемещение запасов 28 от 04.02.2026,WH_ART,50.0,115000.0,A,2026-05-31,OK_ACTIVE,145820.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, желтый 11-014",11-014,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,5.6,12880.0,B,2026-05-31,DEAD_STOCK,12880.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, желтый 11-026",11-026,6,2,4,2024-10-31,2025-11-05,2025-09-17,2025-11-05,266,181_365_COOL,Перемещение запасов 377 от 05.11.2025,WH_ART,43.7,100510.0,A,2026-05-31,AGING_WATCH,73025.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, зеленый 11-007",11-007,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,6.6,15180.0,B,2026-05-31,DEAD_STOCK,15180.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, зеленый 11-025",11-025,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,26.0,59800.0,A,2026-05-31,DEAD_STOCK,59800.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, коралл 11-018",11-018,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,4.0,9200.0,B,2026-05-31,DEAD_STOCK,9200.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, красный 11-016",11-016,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,5.8,13340.0,B,2026-05-31,DEAD_STOCK,13340.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, красный 11-024",11-024,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,36.4,83720.0,A,2026-05-31,DEAD_STOCK,83720.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, молочный 11-005",11-005,8,3,5,2024-10-31,2026-05-04,2026-03-19,2026-05-04,86,0_90_HOT,Перемещение запасов 182 от 04.05.2026,WH_ART,12.0,27600.0,A,2026-05-31,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Дабл-креп, морская волна 11-008",11-008,2,1,1,2024-10-31,2025-08-11,2024-10-31,2025-08-11,352,181_365_COOL,Перемещение запасов 237 от 11.08.2025,WH_ART,9.4,21620.0,A,2026-05-31,AGING_WATCH,15870.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, мятный 11-013",11-013,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,22.7,52210.0,A,2026-05-31,DEAD_STOCK,52210.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, оранжевый 11-019",11-019,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,13.3,30590.0,A,2026-05-31,DEAD_STOCK,30590.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, роза 11-023",11-023,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,12.4,28520.0,A,2026-05-31,DEAD_STOCK,28520.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, розовый 11-020",11-020,1,1,0,2024-10-31,2024-10-31,2024-10-31,,636,365PLUS_STALE,Оприходование запасов 13 от 31.10.2024,WH_ART,15.2,34960.0,A,2026-05-31,DEAD_STOCK,34960.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, розовый 11-027",11-027,7,1,6,2024-10-31,2026-05-13,2024-10-31,2026-05-13,77,0_90_HOT,Перемещение запасов 197 от 13.05.2026,WH_ART,49.0,112700.0,A,2026-05-31,OK_ACTIVE,67735.0,2026-07-29,YES,N
Основной склад,"Дабл-креп, розовый 11-028",11-028,3,1,2,2024-10-31,2025-03-14,2024-10-31,2025-03-14,502,365PLUS_STALE,Перемещение запасов 39 от 14.03.2025,WH_ART,49.6,114080.0,A,2026-05-31,DEAD_STOCK,114080.0,2026-07-29,YES,N
