formula_error_id,source_file_id,version_id,file_name,sheet,cell,error_type,formula,shared_formula_si,shared_anchor,shared_anchor_formula,shared_ref,classification,referenced_error_cells,proposed_patch,patch_confidence,application_status,owner_role,required_evidence,analysis_impact
FERR-0072,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2097,#DIV/0!,SUM(T2097:T2106)/G2097,,,,,Root denominator error,,"=IF(G2097=0,"""",SUM(T2097:T2106)/G2097)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0073,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2107,#DIV/0!,SUM(T2107:T2116)/G2107,,,,,Root denominator error,,"=IF(G2107=0,"""",SUM(T2107:T2116)/G2107)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0074,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2117,#DIV/0!,SUM(T2117:T2126)/G2117,,,,,Root denominator error,,"=IF(G2117=0,"""",SUM(T2117:T2126)/G2117)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0075,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2127,#DIV/0!,SUM(T2127:T2136)/G2127,,,,,Root denominator error,,"=IF(G2127=0,"""",SUM(T2127:T2136)/G2127)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0076,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2137,#DIV/0!,SUM(T2137:T2146)/G2137,,,,,Root denominator error,,"=IF(G2137=0,"""",SUM(T2137:T2146)/G2137)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0077,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2147,#DIV/0!,SUM(T2147:T2156)/G2147,,,,,Root denominator error,,"=IF(G2147=0,"""",SUM(T2147:T2156)/G2147)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0078,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2157,#DIV/0!,SUM(T2157:T2166)/G2157,,,,,Root denominator error,,"=IF(G2157=0,"""",SUM(T2157:T2166)/G2157)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0079,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2167,#DIV/0!,SUM(T2167:T2176)/G2167,,,,,Root denominator error,,"=IF(G2167=0,"""",SUM(T2167:T2176)/G2167)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0080,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2177,#DIV/0!,SUM(T2177:T2186)/G2177,,,,,Root denominator error,,"=IF(G2177=0,"""",SUM(T2177:T2186)/G2177)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0081,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2187,#DIV/0!,SUM(T2187:T2196)/G2187,,,,,Root denominator error,,"=IF(G2187=0,"""",SUM(T2187:T2196)/G2187)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0082,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2197,#DIV/0!,SUM(T2197:T2206)/G2197,,,,,Root denominator error,,"=IF(G2197=0,"""",SUM(T2197:T2206)/G2197)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0083,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2207,#DIV/0!,SUM(T2207:T2216)/G2207,,,,,Root denominator error,,"=IF(G2207=0,"""",SUM(T2207:T2216)/G2207)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0084,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2217,#DIV/0!,SUM(T2217:T2226)/G2217,,,,,Root denominator error,,"=IF(G2217=0,"""",SUM(T2217:T2226)/G2217)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0085,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2227,#DIV/0!,SUM(T2227:T2236)/G2227,,,,,Root denominator error,,"=IF(G2227=0,"""",SUM(T2227:T2236)/G2227)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0086,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2237,#DIV/0!,SUM(T2237:T2246)/G2237,,,,,Root denominator error,,"=IF(G2237=0,"""",SUM(T2237:T2246)/G2237)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0087,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2247,#DIV/0!,SUM(T2247:T2256)/G2247,,,,,Root denominator error,,"=IF(G2247=0,"""",SUM(T2247:T2256)/G2247)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0088,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2257,#DIV/0!,SUM(T2257:T2266)/G2257,,,,,Root denominator error,,"=IF(G2257=0,"""",SUM(T2257:T2266)/G2257)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0089,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2267,#DIV/0!,SUM(T2267:T2276)/G2267,,,,,Root denominator error,,"=IF(G2267=0,"""",SUM(T2267:T2276)/G2267)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0090,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2277,#DIV/0!,SUM(T2277:T2286)/G2277,,,,,Root denominator error,,"=IF(G2277=0,"""",SUM(T2277:T2286)/G2277)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0091,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,I2287,#DIV/0!,SUM(T2287:T2296)/G2287,,,,,Root denominator error,,"=IF(G2287=0,"""",SUM(T2287:T2296)/G2287)",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
