field_id,source_file_id,version_id,file_name,domain,sheet,sheet_state,header_row,header_confidence,source_column,source_field,normalized_field,tags,entity,data_type,nonempty,estimated_rows,completeness_pct,sample_unique,uniqueness_pct,key_candidate,formula_count,error_count,min_date,max_date,min_number,max_number,sensitivity,current_target_system,target_system,target_register,target_primary_key,proposed_target_field,mapping_rule,join_role,mapping_status,quality_risk,missing_for_production_use,owner_role,approval_status
FLD-0056,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,4,2025-08-01 00:00:00 / План,2025_08_01_00_00_00_план,budget_plan,Бюджет,number,15,20,75,14,93.3,Нет,1,0,,,123.3157894736842,141323.31578947368,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,2025_08_01_00_00_00_план,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0057,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,5,Факт,факт,budget_actual,Бюджет,number,19,20,95,16,84.2,Нет,1,0,,,0,148503,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,факт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0058,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,6,2025-09-01 00:00:00 / План,2025_09_01_00_00_00_план,budget_plan,Бюджет,number,16,20,80,14,87.5,Нет,0,0,,,166.654,169116.654,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,2025_09_01_00_00_00_план,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0059,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,7,Факт,факт,budget_actual,Бюджет,number,19,20,95,19,100,Да,1,0,,,0,120273,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,факт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0060,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,8,2025-10-01 00:00:00 / План,2025_10_01_00_00_00_план,budget_plan,Бюджет,number,17,20,85,16,94.1,Нет,0,0,,,424.882,176193.392,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,2025_10_01_00_00_00_план,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0061,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,9,Факт,факт,budget_actual,Бюджет,number,15,20,75,15,100,Да,5,0,,,581,192921,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,факт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0062,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,10,2025-11-01 00:00:00 / План,2025_11_01_00_00_00_план,budget_plan,Бюджет,number,18,20,90,18,100,Да,0,0,,,150,167112.13,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,2025_11_01_00_00_00_план,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0063,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,11,Факт,факт,budget_actual,Бюджет,number,19,20,95,18,94.7,Нет,1,0,,,0,217662,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,факт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0064,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,12,2025-12-01 00:00:00 / План,2025_12_01_00_00_00_план,budget_plan,Бюджет,number,18,20,90,18,100,Да,1,0,,,120,335232.58999999997,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,2025_12_01_00_00_00_план,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0065,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,13,Факт,факт,budget_actual,Бюджет,number,19,20,95,18,94.7,Нет,2,0,,,0,279845,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,факт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0066,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,14,Итого / План,итого_план,amount; budget_plan,Бюджет; Финансовая операция,number,20,20,100,20,100,Да,4,0,,,280,1157467.8923157896,Обычные внутренние,ERP / финансовый регистр; FP&A / BI,ERP / финансовый регистр; FP&A / BI,data_quarantine,,итого_план,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0067,FILE-011,VER-026-001,Бюджет 2-е полугодие 2025(1).xlsx,Финансы и денежные потоки,Лист1,visible,3,Высокая,15,Факт,факт,budget_actual,Бюджет,number,20,20,100,20,100,Да,4,0,,,0,1244056,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,факт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0068,FILE-012,VER-025-001,Бюджет 2026.xlsx,Финансы и денежные потоки,лист,visible,3,Высокая,1,2 / 3,2_3,unclassified,Не классифицировано,number,36,91,39.6,35,97.2,Нет,0,0,,,4,38,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2_3,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0069,FILE-012,VER-025-001,Бюджет 2026.xlsx,Финансы и денежные потоки,лист,visible,3,Высокая,2,Направления/Статьи бюджета,направления_статьи_бюджета,unclassified,Не классифицировано,text,55,91,60.4,55,100,Да,0,0,,,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,направления_статьи_бюджета,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0070,FILE-012,VER-025-001,Бюджет 2026.xlsx,Финансы и денежные потоки,лист,visible,3,Высокая,3,2026-01-01 00:00:00 / План,2026_01_01_00_00_00_план,budget_plan,Бюджет,number,29,91,31.9,24,82.8,Нет,3,0,,,0,300000,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,2026_01_01_00_00_00_план,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0071,FILE-012,VER-025-001,Бюджет 2026.xlsx,Финансы и денежные потоки,лист,visible,3,Высокая,4,Факт,факт,budget_actual,Бюджет,number,32,91,35.2,30,93.8,Нет,15,0,,,0,172946.068,Обычные внутренние,FP&A / BI,FP&A / BI,data_quarantine,,факт,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,low completeness | key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
