decision_id,object_type,object_id,issue,evidence,recommended_decision,owner,priority,analysis_unlocked,source_ref,decision,comment,status,due_date,source_stage,priority_score,wave
DEC-00493,Operation,OP-DRAFT-00058,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,"47-19 Магдалина 9д сд 28, ИЗМЕНИЛИ КОНСТРУКЦИЮ, +1д","Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование F13,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00494,Operation,OP-DRAFT-00059,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,"48-13 листья, веточки, колокольчки, листья ландышей","Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование O13,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00495,Operation,OP-DRAFT-00061,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,"Рукава Кулишовой, Веточки?","Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование X13,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00496,Operation,OP-DRAFT-00062,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,"Листья ландышей, цветы на 48-09, 48-18 васильки","Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AC13,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00497,Operation,OP-DRAFT-00063,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,0-3400 Шелудченко,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AD13,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00498,Operation,OP-DRAFT-00064,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,зубчики 48-24,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AE13,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00499,Operation,OP-DRAFT-00065,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,цветы 48-09,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AF13,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00500,Operation,OP-DRAFT-00066,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-30 Уланова 32д сд 25.05,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование C14,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00501,Operation,OP-DRAFT-00067,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,"47-27 Кислова 22д, сд 8.06","Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование E14,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00502,Operation,OP-DRAFT-00068,model_id/canonical_sku; production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,ПРИОСТАНОВЛЕНО,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование I14,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00503,Operation,OP-DRAFT-00069,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,Кислова 47-27 сд 8.06,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование O14,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
