canonical_sku,name,class,priority,stock_qty_end,stock_im_qty,stock_tsum_qty,stock_b2b_qty,warehouses,sales_qty,sales_revenue_rub,sales_lines_n,sales_channels,im_sales_qty,im_sales_rev_rub,tsum_sales_qty,tsum_sales_rev_rub,b2b_sales_qty,sellthrough_proxy,align_flags,do_not_auto_accept,so_t
0-1948,"Платье женское, черное, из бархата, с белой вставкой из кружева",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ,1.0,49500.0,1,IM,1.0,49500.0,0.0,0.0,0.0,1.0,,YES,N
0-1949,"Платье женское, черное, из бархата, с декором ""Цветы"" на рукавах",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,1.0,49500.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
0-1950A,"Платье женское, черное, из бархата, декорировано белыми манжетами и черным бантом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,140400.0,1,IM,1.0,140400.0,0.0,0.0,0.0,1.0,,YES,N
0-1951,"Платье женское, черное в горох, из атласа, по лифу вставка из белого кружева",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,1.0,39000.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
0-1960,"Блуза женская, розовая, из шифона, с воротником ""стойка"", переходящая в бант",STOCK_AND_SALES,LOW,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),1.0,35730.0,1,IM,1.0,35730.0,0.0,0.0,0.0,0.3333,IM_ALIGNED,YES,N
0-1962,"Платье женское, фиолетово-черное, из пайеточной ткани, с декоративной съемной деталью",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,49500.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
0-1963A,"Платье женское, белое, из шифона, с страусиным боа и вышитыми цветами",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-1963B,"Платье женское, красное, из шифона, с страусиным боа и вышитыми цветами",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-1964B,"Блуза женская, черная, из бархата и фатина, декорирована бантом по горловине",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад производства (Жукова),1.0,9800.0,1,IM,1.0,9800.0,0.0,0.0,0.0,1.0,,YES,N
0-1967,"Платье женское, черное, из бархата, декорировано бархатным бантом на кокетке из фатина",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,24750.0,1,IM,1.0,24750.0,0.0,0.0,0.0,1.0,,YES,N
0-1968,"Пальто женское, черное, из бархата и пайеточной ткани, декорировано перьями страуса по низу рукава",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,1.0,67000.0,2,IM,1.0,67000.0,0.0,0.0,0.0,0.5,,YES,N
0-1971,"Платье женское, голубое, из шифона, декорировано вышитыми цветами",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,20000.0,1,IM,1.0,20000.0,0.0,0.0,0.0,1.0,,YES,N
0-1973,"Юбка женская, белая, из крепа, декорирована вышитыми цветами по низу",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ,1.0,9000.0,1,IM,1.0,9000.0,0.0,0.0,0.0,1.0,,YES,N
0-1975,"Платье женское, черное, из футера и бархата, с объемными рукавами ""баллон""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,75200.0,2,IM,2.0,75200.0,0.0,0.0,0.0,1.0,,YES,N
0-1976,"Платье женское, черное, из кружевной ткани и фатина, декорировано по горловине вышитыми цветами",STOCK_NO_SALES,MED,2.0,1.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-1981A,"Свитшот женский, белый, из футера и пайеточной ткани, с вышитой буквой Y",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,20000.0,2,IM,2.0,20000.0,0.0,0.0,0.0,1.0,,YES,N
0-1983,"Футболка женская, белая, из трикотажа, с длинным рукавом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ,1.0,8400.0,1,IM,1.0,8400.0,0.0,0.0,0.0,1.0,,YES,N
0-1984F,"Футболка женская, черная с принтом ""цветные капли"", из хлопка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Aldo Coppola|Подарки|Склад ИМ|Склад оптовых продаж,1.0,13500.0,1,IM,1.0,13500.0,0.0,0.0,0.0,1.0,,YES,N
0-1984G,"Футболка женская, белая с принтом ""цветные капли"", из хлопка",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,13500.0,1,IM,1.0,13500.0,0.0,0.0,0.0,1.0,,YES,N
0-1984H,"Футболка женская, белая, из хлопка, с принтом ""БАЛЕРИНА""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,13500.0,1,IM,1.0,13500.0,0.0,0.0,0.0,1.0,,YES,N
0-1984P,"Футболка женская, белая, из трикотажа, с декором принт ""дерево, птица, Yanina""",STOCK_AND_SALES,LOW,6.0,5.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,21.0,315781.0,14,B2B|IM,8.0,162000.0,0.0,0.0,13.0,0.7778,IM_ALIGNED,YES,N
0-1998C,"Пальто-халат женское, многоцветное, из шелка, с отделкой из черного шелка по рукавам",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,64800.0,1,IM,1.0,64800.0,0.0,0.0,0.0,1.0,,YES,N
0-2007A,"Брюки женские, черные, из бархата, с резинкой-тесьмой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),13.0,224580.0,18,IM,13.0,224580.0,0.0,0.0,0.0,1.0,,YES,N
0-2027E,"Платье-кафтан женское, желтое, из шифона, декорировано расшитой тесьмой",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2027F,"Платье женское, белое, из хлопка, на тонких бретелях",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,4.0,687720.0,5,IM,4.0,687720.0,0.0,0.0,0.0,0.8,,YES,N
0-2028,"Пальто-халат женское, черное с принтом ""белые Y"", из шелка, с рукавом ""кимоно""",STOCK_AND_SALES,LOW,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,205800.0,4,IM,2.0,205800.0,0.0,0.0,0.0,0.6667,,YES,N
0-2028A,"Пальто-халат женское, белое с принтом ""черные Y"", из шелка, с рукавом ""кимоно""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,2.0,164400.0,4,IM,2.0,164400.0,0.0,0.0,0.0,1.0,,YES,N
0-2029,"Шорты женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",STOCK_AND_SALES,LOW,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,2.0,47336.0,3,B2B|IM,1.0,35100.0,0.0,0.0,1.0,0.5,IM_ALIGNED,YES,N
0-2031,"Платье-парео женское, черное с принтом ""арабеска"", из батиста",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,69150.0,3,IM,2.0,69150.0,0.0,0.0,0.0,1.0,,YES,N
0-2032,"Рубашка женская, черная с принтом ""белые Y"", из шелка, декорирована белой тесьмой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,10.0,653167.0,16,B2B|IM,9.0,603602.0,0.0,0.0,1.0,1.0,,YES,N
0-2032C,"Блуза женская, белая с принтом ""цветные капли"", из батиста, декорирована тесьмой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,132300.0,1,IM,1.0,132300.0,0.0,0.0,0.0,1.0,,YES,N
0-2032D/A,"Рубашка женская, черная с принтом ""грибы"", из батиста, декорирована тесьмой",STOCK_NO_SALES,MED,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2032D/B,"Блуза женская, белая с принтом ""цветы"", из батиста, декорирована каймой,",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,99314.0,1,IM,1.0,99314.0,0.0,0.0,0.0,1.0,,YES,N
0-2032M,"Блуза женская, черная с принтом ""грибы"", из батиста",STOCK_NO_SALES,MED,2.0,2.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2032N,"Рубашка женская, розовая с принтом ""девочки"", из вискозы",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Aldo Coppola|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2037,"Брюки женские, черные с принтом ""белые Y"", из шелка, с отделкой ""лампас""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Салон (Лена М.)|Склад ИМ|Склад оптовых продаж,9.0,281574.0,16,IM,9.0,281574.0,0.0,0.0,0.0,1.0,,YES,N
0-2037B,"Брюки женские, черные с принтом ""цветные капли"", из батиста, с отделкой ""лампас""",STOCK_NO_SALES,HIGH,3.0,3.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2037C,"Брюки женские, белые с принтом ""цветные капли"", из батиста",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),1.0,87300.0,1,IM,1.0,87300.0,0.0,0.0,0.0,1.0,,YES,N
0-2037M,"Брюки женские, черные с принтом ""грибы"", из батиста",STOCK_NO_SALES,HIGH,3.0,3.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2037N,"Брюки женские, розовые с принтом ""девочки"", из вискозы",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Aldo Coppola|Склад ИМ|Склад оптовых продаж,1.0,19413.0,1,B2B,0.0,0.0,0.0,0.0,1.0,0.5,IM_STOCK_SOLD_ELSEWHERE,YES,N
0-2050,"Шорты женские, белые с принтом ""цветы"", из батиста, декорированы каймой",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2050A,"Шорты женские, черные с принтом ""цветные капли"", из батиста",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,32300.0,2,IM,2.0,32300.0,0.0,0.0,0.0,1.0,,YES,N
0-2050B,"Шорты женские, белые с принтом ""капли Гжель"", из батиста",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова)|Склад производства (Захарова),0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2050C,"Шорты женские, черные с принтом ""грибы"", из батиста",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2050M,"Шорты женские, черные с принтом ""белые Y и грибы"", из батиста, с отделкой белым кантом",STOCK_AND_SALES,LOW,3.0,3.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,8.0,240880.0,13,IM,8.0,240880.0,0.0,0.0,0.0,0.7273,IM_ALIGNED,YES,N
0-2053,"Платье женское, черное с принтом ""цветные капли"", из батиста, декорировано тесьмой",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Aldo Coppola|Подарки|Склад ИМ|Склад оптовых продаж,1.0,87000.0,2,IM,1.0,87000.0,0.0,0.0,0.0,1.0,,YES,N
0-2061A,"Парео женское, черное с принтом ""арабеска"", из батиста",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ,1.0,12500.0,2,IM,1.0,12500.0,0.0,0.0,0.0,1.0,,YES,N
0-2073B,"Пальто женское, темно-синее, из шерсти, со съемным меховым воротником",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2079,"Дубленка женская, светло-серая, из овчины, декорирована аппликацией из кожи",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Салон (Лена М.)|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2084,"Брюки женские, черные, из джерси, с карманами и жестким поясом на пряжке",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,11101.0,4,IM,2.0,11101.0,0.0,0.0,0.0,1.0,,YES,N
0-2111A,"Юбка женская, черная, из джерси, трапециевидного силуэта",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,15000.0,2,IM,1.0,15000.0,0.0,0.0,0.0,1.0,,YES,N
0-2121,"Юбка женская, бежевая с принтом ""девочки"", из хлопка, со складками",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,1.0,39000.0,2,IM,1.0,39000.0,0.0,0.0,0.0,1.0,,YES,N
0-2121A,"Юбка женская, серая с принтом ""девочки"", из хлопка, со складками по правой стороне",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,1.0,22200.0,2,IM,1.0,22200.0,0.0,0.0,0.0,1.0,,YES,N
0-2122,"Платье женское, черное с принтом ""девочки"", из шелка, со съемным поясом",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2122C,"Платье женское, желтое с принтом ""девочки"", из шелка, со съемным поясом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Подарки|Склад ИМ,1.0,23750.0,1,B2B,0.0,0.0,0.0,0.0,1.0,1.0,,YES,N
0-2125,"Платье женское, черное в белый горох, из шелка, декорировано белой брошью ""Цветок""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Остатки ЦУМ|Склад ИМ|Склад оптовых продаж,1.0,224000.0,1,TSUM,0.0,0.0,1.0,224000.0,0.0,1.0,,YES,N
0-2125I,"Платье женское, черное с принтом ""девочки"", из шелка, с брошью ""Цветок"", с поясом",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,2.0,106000.0,3,IM,2.0,106000.0,0.0,0.0,0.0,1.0,,YES,N
0-2127,"Свитер женский, бежевый, из кашемира, с вышивкой ""Цветок""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад производства (Жукова),2.0,223440.0,3,IM,2.0,223440.0,0.0,0.0,0.0,1.0,,YES,N
0-2137,"Блуза женская, черная, из трикотажа, с узким рукавом",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),4.0,29205.0,7,IM,4.0,29205.0,0.0,0.0,0.0,0.8,IM_ALIGNED,YES,N
0-2137A,"Блуза женская, белая, из трикотажа, с узким рукавом",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж|Склад производства (Жукова),3.0,25950.0,3,IM,3.0,25950.0,0.0,0.0,0.0,0.75,IM_ALIGNED,YES,N
0-2143,"Рукава-балеро женские, черные, из фатина",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2144,"Платье женское, черное, из фатина, с геометричным принтом, c накидкой ""балеро"" из органзы",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Подарки|Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2152A,"Платье женское, черное, из джерси, декорировано черным принтом и жемчугом",STOCK_NO_SALES,MED,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,IM_DEAD_CANDIDATE,YES,N
0-2163A,"Платье женское, черное с принтом ""цветы"", из шелковой тафты, с расшивкой ""Палочки""",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,1.0,192000.0,2,IM,1.0,192000.0,0.0,0.0,0.0,1.0,,YES,N
0-2172,"Платок женский, черно-голубой с принтом ""леопард"", из шелка",STOCK_NO_SALES,MED,1.0,0.0,0.0,0.0,Подарки|Склад ИМ,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,,YES,N
0-2173A,"Футболка женская, черная, из трикотажа, с рукавами из  пайеточной ткани",STOCK_AND_SALES,LOW,1.0,1.0,0.0,0.0,Склад ИМ|Склад оптовых продаж,2.0,17200.0,2,IM,2.0,17200.0,0.0,0.0,0.0,0.6667,IM_ALIGNED,YES,N
0-2185H,"Брюки женские, белые, из хлопка, расширенные к низу",SALES_NO_STOCK,LOW,0.0,0.0,0.0,0.0,Склад ИМ,1.0,7600.0,1,IM,1.0,7600.0,0.0,0.0,0.0,1.0,,YES,N
