material_movement_id,material_id,name,article_hint,qty,amount_rub,unit_cost_rub,snapshot_date,warehouse,movement_type,source_file_id,source_row_id
MAT-5e3948e1c679a4a3,MAT-5e3948e1c679a4a3,"Дабл-креп, зеленый 11-007",11-007,6.6,15180.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r133
MAT-279a83d3e1ac55e6,MAT-279a83d3e1ac55e6,"Дабл-креп, зеленый 11-025",11-025,26.0,59800.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r134
MAT-b3b4b457b5dd8ff7,MAT-b3b4b457b5dd8ff7,"Дабл-креп, коралл 11-018",11-018,4.0,9200.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r135
MAT-2f9807346d9db0c2,MAT-2f9807346d9db0c2,"Дабл-креп, красный 11-016",11-016,5.8,13340.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r136
MAT-39f6d5254739fb6a,MAT-39f6d5254739fb6a,"Дабл-креп, красный 11-024",11-024,36.4,83720.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r137
MAT-0c76de0af7903f0e,MAT-0c76de0af7903f0e,"Дабл-креп, молочный 11-005",11-005,12.0,27600.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r138
MAT-9111edb896699929,MAT-9111edb896699929,"Дабл-креп, морская волна 11-008",11-008,9.4,21620.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r139
MAT-ad71904da9a258c0,MAT-ad71904da9a258c0,"Дабл-креп, мятный 11-013",11-013,22.7,52210.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r140
MAT-5e78b9b03ec91ff2,MAT-5e78b9b03ec91ff2,"Дабл-креп, оранжевый 11-019",11-019,13.3,30590.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r141
MAT-4dd97e93287b4744,MAT-4dd97e93287b4744,"Дабл-креп, роза 11-023",11-023,12.4,28520.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r142
MAT-f73aba1bcaf5ea1b,MAT-f73aba1bcaf5ea1b,"Дабл-креп, розовый 11-020",11-020,15.2,34960.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r143
MAT-c17077645b8efb21,MAT-c17077645b8efb21,"Дабл-креп, розовый 11-027",11-027,49.0,112700.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r144
MAT-d96d93345bbd8c45,MAT-d96d93345bbd8c45,"Дабл-креп, розовый 11-028",11-028,49.6,114080.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r145
MAT-81d9d7018c2e7803,MAT-81d9d7018c2e7803,"Дабл-креп, светло-розовый 11-021",11-021,13.15,30245.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r146
MAT-09eaee7c7768a0d3,MAT-09eaee7c7768a0d3,"Дабл-креп, светло-серый 11-004",11-004,9.6,22080.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r147
MAT-778e2c60fbcb06b2,MAT-778e2c60fbcb06b2,"Дабл-креп, светло-серый 11-012",11-012,42.4,97520.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r148
MAT-56ff9ef0904bb5bb,MAT-56ff9ef0904bb5bb,"Дабл-креп, серый 11-003",11-003,33.7,77510.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r149
MAT-5bbdd6ada489f5d3,MAT-5bbdd6ada489f5d3,"Дабл-креп, темно-зеленый 11-006",11-006,10.0,23000.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r150
MAT-c0a989e974676032,MAT-c0a989e974676032,"Дабл-креп, фуксия 11-017",11-017,17.4,40020.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r151
MAT-b6894f6f718abb27,MAT-b6894f6f718abb27,"Дабл-креп, черный 11-001",11-001,56.3,129490.0,2300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r152
MAT-6747b109b1dc7fb8,MAT-6747b109b1dc7fb8,"Джерси, черный 23-031",23-031,5.8,6960.0,1200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r153
MAT-edba7a7d7e87b898,MAT-edba7a7d7e87b898,"Дюшес-дабл, бежевый 5-013",5-013,15.4,53900.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r154
MAT-697172a32e39dcb5,MAT-697172a32e39dcb5,"Дюшес-дабл, темно-синий 5-015",5-015,20.0,100000.0,5000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r155
MAT-d638937afe54b9af,MAT-d638937afe54b9af,"Дюшес-дабл, черный 5-014",5-014,13.5,47250.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r156
MAT-7a2588e2014e1a37,MAT-7a2588e2014e1a37,"Дюшес, белый с принтом ""тюльпаны"" 5-009",5-009,6.4,16000.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r157
MAT-1dd8238920a18fae,MAT-1dd8238920a18fae,"Дюшес, желтый 5-018",5-018,16.5,57750.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r158
MAT-407a5f3ef72ce2b6,MAT-407a5f3ef72ce2b6,"Дюшес, золотой 5-003",5-003,2.25,4950.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r159
MAT-5a4ca80c7e062f2f,MAT-5a4ca80c7e062f2f,"Дюшес, золотой 5-019",5-019,44.9,157150.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r160
MAT-4938f1d87dfd061e,MAT-4938f1d87dfd061e,"Дюшес, красный 5-016",5-016,24.8,86800.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r161
MAT-acf2ce2eb57e911e,MAT-acf2ce2eb57e911e,"Дюшес, оранжевый 5-004",5-004,20.0,44000.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r162
MAT-c62985a4bba5eb53,MAT-c62985a4bba5eb53,"Дюшес, оранжевый с принтом ""акварель"" 5-012",5-012,31.4,78500.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r163
MAT-f1c1257ab474f574,MAT-f1c1257ab474f574,"Дюшес, розовый 5-002",5-002,4.5,9900.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r164
MAT-b6cd4b4a19db67e7,MAT-b6cd4b4a19db67e7,"Дюшес, серый с принтом ""акварель"" 5-010",5-010,18.2,45500.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r165
MAT-b3acadc6925523de,MAT-b3acadc6925523de,"Дюшес, синий с принтом ""акварель"" 5-011",5-011,12.2,30500.0,2500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r166
MAT-f5b2f019d0d5e8fb,MAT-f5b2f019d0d5e8fb,"Дюшес, сиреневый 5-005",5-005,1.3,2860.0,2200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r167
MAT-511779ca83c6f090,MAT-511779ca83c6f090,"Дюшес, фиолетовый 5-020",5-020,42.3,148050.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r168
MAT-fe7ec1b6ea80c62a,MAT-fe7ec1b6ea80c62a,"Дюшес, фуксия 5-017",5-017,24.5,85750.0,3500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r169
MAT-76a3b470d8aad59c,MAT-76a3b470d8aad59c,"Креп синтетический, бежевый 10А-003",,7.35,3675.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r170
MAT-42bd673ce463fbed,MAT-42bd673ce463fbed,"Креп синтетический, графит 10А-007",,27.9,13950.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r171
MAT-f4a34692c8c67043,MAT-f4a34692c8c67043,"Креп синтетический, зеленый 10А-006",,17.9,8950.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r172
MAT-aa5bbc57d80db40b,MAT-aa5bbc57d80db40b,"Креп синтетический, серый 10А-005",,28.0,14000.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r173
MAT-16e1d96752cbd1cf,MAT-16e1d96752cbd1cf,"Креп синтетический, черный 10А-001",,22.7,8392.32,369.71,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r174
MAT-9d5e1a6b575acef6,MAT-9d5e1a6b575acef6,Креп тонкий шерсть черный 10-001,10-001,22.5,45000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r175
MAT-3a24e920c22373d6,MAT-3a24e920c22373d6,"Креп тонкий шерсть, бордовый 10-004",10-004,9.6,19200.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r176
MAT-d01d7ccc2600f8b0,MAT-d01d7ccc2600f8b0,"Креп тонкий шерсть, графит 10-002",10-002,30.7,61400.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r177
MAT-d360c5b9a9aca0d8,MAT-d360c5b9a9aca0d8,"Креп тонкий шерсть, желтый 10-011",10-011,40.5,81000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r178
MAT-9a6e3df44a4017e0,MAT-9a6e3df44a4017e0,"Креп тонкий шерсть, красный 10-005",10-005,5.4,10800.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r179
MAT-8ca3237ed04362ee,MAT-8ca3237ed04362ee,"Креп тонкий шерсть, молочный 10-003",10-003,3.0,6000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r180
MAT-b24caac247a2e977,MAT-b24caac247a2e977,"Креп тонкий шерсть, морская волна 0-009",0-009,10.5,21000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r181
MAT-2dca00dc54341ec0,MAT-2dca00dc54341ec0,"Креп тонкий шерсть, оранжевый 10-006",10-006,7.3,14600.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r182
MAT-508ba677c0a29d36,MAT-508ba677c0a29d36,"Креп тонкий шерсть, розовый 10-012",10-012,12.0,24000.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r183
MAT-725d426f1e1b88b2,MAT-725d426f1e1b88b2,"Креп тонкий шерсть, синий 10-008",10-008,6.7,13400.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r184
MAT-b2dac0e2887ab74d,MAT-b2dac0e2887ab74d,"Креп тонкий шерсть, сиреневый 10-010",10-010,7.4,14800.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r185
MAT-6e9226421541e3f6,MAT-6e9226421541e3f6,"Креп тонкий шерсть, фуксия 10-007",10-007,10.4,20800.0,2000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r186
MAT-7b031a137d061e1e,MAT-7b031a137d061e1e,Кружево белое 13-004,13-004,31.0,51150.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r187
MAT-42430ab9cf4a5da0,MAT-42430ab9cf4a5da0,"Кружево плотное, бежевый 13-040",13-040,4.1,6765.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r188
MAT-023b496be66b38e8,MAT-023b496be66b38e8,"Кружево плотное, белый 13-016",13-016,8.2,13530.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r189
MAT-51de3cba502d2dcd,MAT-51de3cba502d2dcd,"Кружево плотное, мятный 13-021",13-021,10.0,10000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r190
MAT-01e16a43c71144de,MAT-01e16a43c71144de,"Кружево плотное, розовый 13-042",13-042,3.4,5610.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r191
MAT-07fe76907598a5b2,MAT-07fe76907598a5b2,"Кружево стрейч, черный 13-028",13-028,35.0,57750.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r192
MAT-1e2b2a97c65bb2da,MAT-1e2b2a97c65bb2da,"Кружево стрейч, черный 13-038",13-038,17.3,17300.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r193
MAT-431db26250fdbed5,MAT-431db26250fdbed5,"Кружево, бежевый 13-041",13-041,3.6,5940.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r194
MAT-c9ea5d0859134026,MAT-c9ea5d0859134026,"Кружево, бежевый 13-058",13-058,13.4,47168.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r195
MAT-bf401edd09f5c40f,MAT-bf401edd09f5c40f,"Кружево, бежевый 13-088",13-088,13.9,48928.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r196
MAT-bba58050c997fb72,MAT-bba58050c997fb72,"Кружево, белый 13-003",13-003,2.45,4042.5,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r197
MAT-6fd4437add7f4093,MAT-6fd4437add7f4093,"Кружево, белый 13-061",13-061,3.0,10560.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r198
MAT-9bad00d3a53a50cc,MAT-9bad00d3a53a50cc,"Кружево, белый 13-097",13-097,26.05,26050.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r199
MAT-7230d67f7064f023,MAT-7230d67f7064f023,"Кружево, белый, узор ""листья"" 13-005",13-005,1.8,2970.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r200
MAT-7a96316bb40b0aba,MAT-7a96316bb40b0aba,"Кружево, белый, узор ""листья"" 13-095",13-095,16.0,16000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r201
MAT-f90283dc40276b37,MAT-f90283dc40276b37,"Кружево, белый, узор ""фестоны"" 13-002",13-002,1.2,1980.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r202
MAT-10b4224ecf97174e,MAT-10b4224ecf97174e,"Кружево, белый, узор черный 13-010",13-010,1.9,3135.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r203
MAT-66bed46d1104508c,MAT-66bed46d1104508c,"Кружево, бирюзовый 13-024",13-024,1.7,2805.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r204
MAT-77574ede36b490c0,MAT-77574ede36b490c0,"Кружево, бирюзовый 13-032",13-032,4.0,6600.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r205
MAT-bc5e3b08b7cf3183,MAT-bc5e3b08b7cf3183,"Кружево, бордовый 13-020",13-020,7.2,11880.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r206
MAT-a5c1bdb8964c910d,MAT-a5c1bdb8964c910d,"Кружево, голубой 13-069",13-069,2.8,8960.0,3200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r207
MAT-cb28c03d8dda8156,MAT-cb28c03d8dda8156,"Кружево, голубой 13-080",13-080,7.4,26048.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r208
MAT-f42ad22f2d2c9d1f,MAT-f42ad22f2d2c9d1f,"Кружево, желто-зеленый 13-008",13-008,3.8,6270.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r209
MAT-a466c64167bcace6,MAT-a466c64167bcace6,"Кружево, желтый 13-007",13-007,4.3,7095.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r210
MAT-1ee08511f7b2a384,MAT-1ee08511f7b2a384,"Кружево, желтый 13-087",13-087,1.85,6512.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r211
MAT-cf2ff43252eb6566,MAT-cf2ff43252eb6566,"Кружево, жемчужный 13-089",13-089,11.2,39424.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r212
MAT-24dbbd6f307fe4b7,MAT-24dbbd6f307fe4b7,"Кружево, зеленый 13-011",13-011,3.3,5445.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r213
MAT-9020bc8d7a612510,MAT-9020bc8d7a612510,"Кружево, зеленый 13-030",13-030,8.5,8500.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r214
MAT-9706ea3ae39578ef,MAT-9706ea3ae39578ef,"Кружево, зеленый 13-052",13-052,6.75,23760.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r215
MAT-0f3349824f602832,MAT-0f3349824f602832,"Кружево, зеленый 13-053",13-053,6.6,23232.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r216
MAT-7fcb572489bd5738,MAT-7fcb572489bd5738,"Кружево, зеленый 13-067",13-067,9.3,29760.0,3200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r217
MAT-8915302f62bd1eff,MAT-8915302f62bd1eff,"Кружево, зеленый 13-082",13-082,8.2,28864.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r218
MAT-120a334d0e7e933d,MAT-120a334d0e7e933d,"Кружево, золотой 13-013",13-013,2.45,4042.5,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r219
MAT-ebb03baafd8cc9c7,MAT-ebb03baafd8cc9c7,"Кружево, золотой 13-014",13-014,3.4,5610.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r220
MAT-79bb450a7afac4f5,MAT-79bb450a7afac4f5,"Кружево, золотой, на бордовой сетке 13-017",13-017,4.0,6600.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r221
MAT-51f1476d37357fcd,MAT-51f1476d37357fcd,"Кружево, золотой, на серой сетке 13-019",13-019,3.7,6105.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r222
MAT-8215431b61720372,MAT-8215431b61720372,"Кружево, коралловый 13-055",13-055,4.5,15840.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r223
MAT-6b4414bc159a7a1d,MAT-6b4414bc159a7a1d,"Кружево, коралловый 13-085",13-085,5.0,17600.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r224
MAT-ed02ea098021adca,MAT-ed02ea098021adca,"Кружево, коричневый 13-012",13-012,2.8,4620.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r225
MAT-83cb63302b4d3f31,MAT-83cb63302b4d3f31,"Кружево, красный 13-054",13-054,9.9,34848.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r226
MAT-469574183ff18b99,MAT-469574183ff18b99,"Кружево, красный 13-070",13-070,6.5,20800.0,3200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r227
MAT-1033e3bc19b0477e,MAT-1033e3bc19b0477e,"Кружево, красный 13-084",13-084,1.6,5632.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r228
MAT-913e522232b2887d,MAT-913e522232b2887d,"Кружево, молочный 13-001",13-001,3.6,5940.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r229
MAT-9c6b29a31b3adf23,MAT-9c6b29a31b3adf23,"Кружево, молочный 13-076",13-076,11.4,36480.0,3200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r230
MAT-ee6c9ab4d6a350f5,MAT-ee6c9ab4d6a350f5,"Кружево, морская волна 13-068",13-068,2.4,7680.0,3200.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r231
MAT-d9e9bb6363967984,MAT-d9e9bb6363967984,"Кружево, морская волна 13-081",13-081,4.5,15840.0,3520.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r232
MAT-9a61be7cb645cc70,MAT-9a61be7cb645cc70,"Кружево, оранжевый 13-015",13-015,3.5,5775.0,1650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r233
