stock_wh_id,article_raw,canonical_sku,name,warehouse,qty_begin,qty_in,qty_out,qty_end,source_file_id,source_row_id
SW-79046853ef8ef485,0-1672,0-1672,"Рубашка женская, белая, из хлопка, свободного силуэта",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r511
SW-9758a05f781a245b,0-1672B/1,0-1672B,"Рубашка женская, черная, из хлопка, с вышитым лого ""YANINA""",Склад ИМ (Основное подразделение),,3.0,3.0,,FILE-098,r513
SW-48555913581d01a8,0-1672B/1,0-1672B,"Рубашка женская, черная, из хлопка, с вышитым лого ""YANINA""",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r513
SW-3276242120aa3532,0-1672B/1,0-1672B,"Рубашка женская, черная, из хлопка, с вышитым лого ""YANINA""",Склад производства (Жукова) (Основное подразделение),,2.0,2.0,,FILE-098,r513
SW-6eee5133dc45c628,0-1672В,0-1672B,"Рубашка женская, белая, из хлопка, с вышитым лого ""YANINA""",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r523
SW-d9e79ad85818a674,0-1672В,0-1672B,"Рубашка женская, белая, из хлопка, с вышитым лого ""YANINA""",Склад ИМ (Основное подразделение),1.0,6.0,7.0,,FILE-098,r523
SW-ee2d72384b333364,0-1672В,0-1672B,"Рубашка женская, белая, из хлопка, с вышитым лого ""YANINA""",Склад оптовых продаж (Основное подразделение),,4.0,4.0,,FILE-098,r523
SW-ce491bdc0079f2c8,0-1672В,0-1672B,"Рубашка женская, белая, из хлопка, с вышитым лого ""YANINA""",Склад производства (Жукова) (Основное подразделение),,2.0,2.0,,FILE-098,r523
SW-d708f48c79a15da3,0-1672С,0-1672C,"Рубашка женская, белая, из хлопка, с вышивкой по планке и манжетам",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r540
SW-c0a539e5803d01b1,0-1672С,0-1672C,"Рубашка женская, белая, из хлопка, с вышивкой по планке и манжетам",Салон (Лена М.) (Основное подразделение),,1.0,,1.0,FILE-098,r540
SW-26537e334d9f6351,0-1672С,0-1672C,"Рубашка женская, белая, из хлопка, с вышивкой по планке и манжетам",Склад ИМ (Основное подразделение),5.0,14.0,17.0,2.0,FILE-098,r540
SW-3ae4ce22920afe69,0-1672С,0-1672C,"Рубашка женская, белая, из хлопка, с вышивкой по планке и манжетам",Склад оптовых продаж (Основное подразделение),,29.0,29.0,,FILE-098,r540
SW-4b2d09f5f42faf9e,0-1672С,0-1672C,"Рубашка женская, белая, из хлопка, с вышивкой по планке и манжетам",Склад производства (Жукова) (Основное подразделение),,4.0,4.0,,FILE-098,r540
SW-bb3f6d8f9f54129e,0-1672С/1,0-1672C,"Рубашка женская, голубая, из хлопка, с вышивкой по планке и манжетам",Склад ИМ (Основное подразделение),,1.0,1.0,,FILE-098,r583
SW-ae27b3eab56803a6,0-1672С/1,0-1672C,"Рубашка женская, голубая, из хлопка, с вышивкой по планке и манжетам",Склад оптовых продаж (Основное подразделение),,1.0,1.0,,FILE-098,r583
SW-72d459581f2a014f,0-1674,0-1674,"Туфли женские, черные, из бархата, с серебряной расшивкой",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r587
SW-1e420b651472a743,0-1674,0-1674,"Туфли женские, черные, из бархата, с серебряной расшивкой",Склад ИМ (Основное подразделение),1.0,,1.0,,FILE-098,r587
SW-f271e7e4a14e59f1,0-1682,0-1682,"Туфли женские, красные, из бархата, с серебряной расшивкой",Склад ИМ (Основное подразделение),1.0,,,1.0,FILE-098,r590
SW-c8cc202a2e9cdcde,0-1684,0-1684,"Балетки женские, серые, из бархата, декорированы серебрянной расшивкой",Склад ИМ (Основное подразделение),1.0,,,1.0,FILE-098,r591
SW-c4bf7cf48a46b325,0-1689,0-1689,"Туфли женские, зеленые, из бархата, без каблука, с расшивкой Y",Склад ИМ (Основное подразделение),1.0,,,1.0,FILE-098,r592
SW-15b65e5975714246,0-1690,0-1690,"Туфли женские, синие, из бархата, без каблука, с расшивкой Y",Склад ИМ (Основное подразделение),5.0,,1.0,4.0,FILE-098,r593
SW-e1210d10db875e6d,0-1690,0-1690,"Туфли женские, синие, из бархата, без каблука, с расшивкой Y",Склад производства (Жукова) (Основное подразделение),1.0,,,1.0,FILE-098,r593
SW-6073c8a74e83fb1e,0-1691,0-1691,"Туфли женские, серебряные, из бархата, без каблука, с расшивкой Y",Склад ИМ (Основное подразделение),3.0,,,3.0,FILE-098,r595
SW-f9688dc4d262e4f7,0-1693,0-1693,"Туфли женские, черные, из кожи, без каблука, с вышивкой YC",Склад ИМ (Основное подразделение),3.0,,,3.0,FILE-098,r596
SW-d02af0b5ee1c28aa,0-1694,0-1694,"Туфли женские, черные, из бархата, без каблука, с расшивкой Y",Подарки (Основное подразделение),,1.0,1.0,,FILE-098,r597
SW-5a67846fd65863b8,0-1694,0-1694,"Туфли женские, черные, из бархата, без каблука, с расшивкой Y",Салон (Лена М.) (Основное подразделение),1.0,,1.0,,FILE-098,r597
SW-17e27f275281b2d8,0-1694,0-1694,"Туфли женские, черные, из бархата, без каблука, с расшивкой Y",Склад ИМ (Основное подразделение),2.0,,1.0,1.0,FILE-098,r597
SW-ee1d8f37d274e674,0-1695,0-1695,"Туфли женские, серые, из кожи, без каблука, с вышивкой YC",Склад ИМ (Основное подразделение),6.0,,1.0,5.0,FILE-098,r601
SW-7fb7fa2b2fa7cefc,0-1695,0-1695,"Туфли женские, серые, из кожи, без каблука, с вышивкой YC",Склад производства (Жукова) (Основное подразделение),1.0,,,1.0,FILE-098,r601
SW-63097738547a9009,0-1696,0-1696,"Туфли женские, серые, из бархата, без каблука, с расшивкой Y",Склад ИМ (Основное подразделение),2.0,,2.0,,FILE-098,r603
SW-e2b962804daa7686,0-1705,0-1705,"Туфли женские, бордовые, из бархата, на каблуке",Склад ИМ (Основное подразделение),1.0,,,1.0,FILE-098,r606
SW-af4d14640c7e2f5e,0-1706,0-1706,"Туфли женские, черные, из бархата, на каблуке",Подарки (Основное подразделение),,2.0,2.0,,FILE-098,r607
SW-4f81e122e1b8f1cb,0-1706,0-1706,"Туфли женские, черные, из бархата, на каблуке",Склад ИМ (Основное подразделение),2.0,2.0,2.0,2.0,FILE-098,r607
SW-cc3d000817276325,0-1706,0-1706,"Туфли женские, черные, из бархата, на каблуке",Склад производства (Жукова) (Основное подразделение),2.0,,2.0,,FILE-098,r607
SW-6339b4b4daa65445,0-1719,0-1719,"Туфли женские, бордовые, из бархата, на каблуке, декорированы пряжкой",Подарки (Основное подразделение),,1.0,,1.0,FILE-098,r612
